,COOPID,Year,Month,Day,Precipitation,MaxTemp,MinTemp
147,83168,1952,5,27,0.84,90.0,74.0
148,83168,1952,5,28,0.0,85.0,78.0
149,83168,1952,5,29,0.16,88.0,78.0
150,83168,1952,5,30,0.0,88.0,71.0
151,83168,1952,5,31,0.0,87.0,75.0
152,83168,1952,6,1,0.0,87.0,73.0
153,83168,1952,6,2,0.02,85.0,74.0
154,83168,1952,6,3,0.15,85.0,73.0
155,83168,1952,6,4,0.0,85.0,73.0
156,83168,1952,6,5,0.0,86.0,78.0
157,83168,1952,6,6,0.0,88.0,78.0
158,83168,1952,6,7,0.0,87.0,79.0
159,83168,1952,6,8,0.0,88.0,73.0
160,83168,1952,6,9,0.0,88.0,79.0
161,83168,1952,6,10,0.0,88.0,80.0
162,83168,1952,6,11,0.0,89.0,79.0
163,83168,1952,6,12,0.0,88.0,75.0
164,83168,1952,6,13,0.0,91.0,73.0
165,83168,1952,6,14,0.0,89.0,78.0
166,83168,1952,6,15,0.06,89.0,75.0
167,83168,1952,6,16,0.0,88.0,76.0
168,83168,1952,6,17,0.0,88.0,78.0
169,83168,1952,6,18,0.0,90.0,78.0
170,83168,1952,6,19,0.0,91.0,74.0
171,83168,1952,6,20,0.0,90.0,76.0
172,83168,1952,6,21,0.0,89.0,70.0
173,83168,1952,6,22,0.2,90.0,76.0
174,83168,1952,6,23,0.0,90.0,75.0
175,83168,1952,6,24,0.0,91.0,78.0
176,83168,1952,6,25,0.0,90.0,76.0
177,83168,1952,6,26,0.0,91.0,76.0
178,83168,1952,6,27,0.09,88.0,76.0
179,83168,1952,6,28,0.0,90.0,74.0
180,83168,1952,6,29,0.0,91.0,79.0
181,83168,1952,6,30,0.0,89.0,76.0
182,83168,1952,7,1,0.0,91.0,75.0
183,83168,1952,7,2,0.57,91.0,75.0
184,83168,1952,7,3,0.03,85.0,72.0
185,83168,1952,7,4,1.25,85.0,73.0
186,83168,1952,7,5,0.0,87.0,72.0
187,83168,1952,7,6,0.75,89.0,73.0
188,83168,1952,7,7,0.0,87.0,73.0
189,83168,1952,7,8,0.0,90.0,73.0
190,83168,1952,7,9,0.0,89.0,74.0
191,83168,1952,7,10,0.02,89.0,77.0
192,83168,1952,7,11,0.0,89.0,74.0
193,83168,1952,7,12,0.0,88.0,78.0
194,83168,1952,7,13,0.5,88.0,75.0
195,83168,1952,7,14,0.15,87.0,74.0
196,83168,1952,7,15,0.58,88.0,78.0
197,83168,1952,7,16,0.02,86.0,76.0
198,83168,1952,7,17,0.46,87.0,76.0
199,83168,1952,7,18,0.05,88.0,75.0
200,83168,1952,7,19,0.0,88.0,79.0
201,83168,1952,7,20,0.0,88.0,76.0
202,83168,1952,7,21,0.0,90.0,75.0
203,83168,1952,7,22,0.0,89.0,79.0
204,83168,1952,7,23,0.0,89.0,79.0
205,83168,1952,7,24,0.0,89.0,77.0
206,83168,1952,7,25,0.0,91.0,79.0
207,83168,1952,7,26,0.0,90.0,78.0
208,83168,1952,7,27,0.0,90.0,78.0
209,83168,1952,7,28,0.24,89.0,79.0
210,83168,1952,7,29,0.0,90.0,79.0
211,83168,1952,7,30,0.05,88.0,79.0
212,83168,1952,7,31,0.0,90.0,80.0
213,83168,1952,8,1,0.52,89.0,80.0
214,83168,1952,8,2,2.3,88.0,73.0
215,83168,1952,8,3,0.5,84.0,71.0
216,83168,1952,8,4,0.87,84.0,73.0
217,83168,1952,8,5,0.14,89.0,70.0
218,83168,1952,8,6,0.0,88.0,79.0
219,83168,1952,8,7,0.0,90.0,80.0
220,83168,1952,8,8,0.0,90.0,78.0
221,83168,1952,8,9,0.0,89.0,76.0
222,83168,1952,8,10,0.83,90.0,75.0
223,83168,1952,8,11,0.0,89.0,72.0
224,83168,1952,8,12,0.0,88.0,75.0
225,83168,1952,8,13,0.0,90.0,79.0
226,83168,1952,8,14,0.0,90.0,78.0
227,83168,1952,8,15,0.0,90.0,77.0
228,83168,1952,8,16,0.0,90.0,77.0
229,83168,1952,8,17,0.17,89.0,76.0
230,83168,1952,8,18,0.74,88.0,74.0
231,83168,1952,8,19,0.0,91.0,75.0
232,83168,1952,8,20,0.0,88.0,72.0
233,83168,1952,8,21,0.0,90.0,76.0
234,83168,1952,8,22,1.55,90.0,74.0
235,83168,1952,8,23,0.0,89.0,72.0
236,83168,1952,8,24,0.95,91.0,75.0
237,83168,1952,8,25,0.65,90.0,73.0
238,83168,1952,8,26,0.0,85.0,72.0
239,83168,1952,8,27,0.0,88.0,72.0
240,83168,1952,8,28,0.09,88.0,80.0
241,83168,1952,8,29,0.0,90.0,77.0
242,83168,1952,8,30,0.0,89.0,77.0
243,83168,1952,8,31,0.0,90.0,75.0
244,83168,1952,9,1,0.2,90.0,80.0
245,83168,1952,9,2,0.0,90.0,81.0
246,83168,1952,9,3,0.0,88.0,81.0
247,83168,1952,9,4,0.0,90.0,81.0
248,83168,1952,9,5,0.0,90.0,82.0
249,83168,1952,9,6,0.1,85.0,78.0
250,83168,1952,9,7,1.37,89.0,82.0
251,83168,1952,9,8,0.0,86.0,72.0
252,83168,1952,9,9,1.05,83.0,74.0
253,83168,1952,9,10,0.0,86.0,73.0
254,83168,1952,9,11,0.15,82.0,72.0
255,83168,1952,9,12,0.43,86.0,76.0
256,83168,1952,9,13,0.0,88.0,79.0
257,83168,1952,9,14,0.0,87.0,73.0
258,83168,1952,9,15,0.28,87.0,72.0
259,83168,1952,9,16,0.0,88.0,79.0
260,83168,1952,9,17,0.0,88.0,76.0
261,83168,1952,9,18,0.86,86.0,72.0
262,83168,1952,9,19,0.0,89.0,72.0
263,83168,1952,9,20,0.1,86.0,74.0
264,83168,1952,9,21,0.5,89.0,74.0
265,83168,1952,9,22,0.0,89.0,79.0
266,83168,1952,9,23,0.0,89.0,75.0
267,83168,1952,9,24,0.0,87.0,75.0
268,83168,1952,9,25,0.0,89.0,75.0
269,83168,1952,9,26,0.55,89.0,74.0
270,83168,1952,9,27,0.95,86.0,74.0
271,83168,1952,9,28,0.0,89.0,73.0
272,83168,1952,9,29,0.0,86.0,74.0
273,83168,1952,9,30,0.71,87.0,74.0
274,83168,1952,10,1,0.55,84.0,74.0
275,83168,1952,10,2,0.0,85.0,73.0
276,83168,1952,10,3,0.44,82.0,72.0
277,83168,1952,10,4,0.04,80.0,73.0
278,83168,1952,10,5,1.77,86.0,73.0
279,83168,1952,10,6,0.0,85.0,72.0
280,83168,1952,10,7,0.5,84.0,72.0
281,83168,1952,10,8,0.51,87.0,74.0
282,83168,1952,10,9,0.88,84.0,74.0
283,83168,1952,10,10,0.0,83.0,71.0
284,83168,1952,10,11,0.0,82.0,71.0
285,83168,1952,10,12,0.4,82.0,74.0
286,83168,1952,10,13,0.39,81.0,72.0
287,83168,1952,10,14,0.03,87.0,76.0
288,83168,1952,10,15,0.46,86.0,78.0
289,83168,1952,10,16,0.0,85.0,72.0
290,83168,1952,10,17,0.0,83.0,76.0
291,83168,1952,10,18,0.92,85.0,76.0
292,83168,1952,10,19,0.25,87.0,75.0
293,83168,1952,10,20,0.44,87.0,71.0
294,83168,1952,10,21,0.0,80.0,71.0
295,83168,1952,10,22,0.4,79.0,69.0
296,83168,1952,10,23,0.05,80.0,72.0
297,83168,1952,10,24,3.52,73.0,69.0
298,83168,1952,10,25,1.01,79.0,70.0
299,83168,1952,10,26,3.12,82.0,71.0
300,83168,1952,10,27,0.0,80.0,71.0
301,83168,1952,10,28,0.0,80.0,70.0
302,83168,1952,10,29,0.1,79.0,63.0
303,83168,1952,10,30,0.0,75.0,58.0
304,83168,1952,10,31,0.0,78.0,72.0
305,83168,1952,11,1,0.0,80.0,74.0
306,83168,1952,11,2,0.0,81.0,75.0
307,83168,1952,11,3,0.0,81.0,70.0
308,83168,1952,11,4,0.0,80.0,69.0
309,83168,1952,11,5,0.0,78.0,65.0
310,83168,1952,11,6,0.0,78.0,64.0
311,83168,1952,11,7,0.0,78.0,64.0
312,83168,1952,11,8,0.0,79.0,63.0
313,83168,1952,11,9,0.04,81.0,63.0
314,83168,1952,11,10,0.0,83.0,63.0
315,83168,1952,11,11,0.0,85.0,70.0
316,83168,1952,11,12,0.0,82.0,69.0
317,83168,1952,11,13,1.51,77.0,67.0
318,83168,1952,11,14,0.0,83.0,69.0
319,83168,1952,11,15,0.0,80.0,69.0
320,83168,1952,11,16,0.0,79.0,69.0
321,83168,1952,11,17,0.0,79.0,69.0
322,83168,1952,11,18,0.0,78.0,73.0
323,83168,1952,11,19,0.04,80.0,70.0
324,83168,1952,11,20,0.2,78.0,73.0
325,83168,1952,11,21,0.0,75.0,56.0
326,83168,1952,11,22,0.0,67.0,49.0
327,83168,1952,11,23,0.0,74.0,53.0
328,83168,1952,11,24,0.0,75.0,62.0
329,83168,1952,11,25,0.0,78.0,70.0
330,83168,1952,11,26,0.0,79.0,71.0
331,83168,1952,11,27,0.0,79.0,66.0
332,83168,1952,11,28,0.04,79.0,64.0
333,83168,1952,11,29,0.0,77.0,64.0
334,83168,1952,11,30,0.0,75.0,64.0
335,83168,1952,12,1,0.0,74.0,64.0
336,83168,1952,12,2,0.0,79.0,65.0
337,83168,1952,12,3,0.0,78.0,62.0
338,83168,1952,12,4,0.0,78.0,70.0
339,83168,1952,12,5,0.0,76.0,68.0
340,83168,1952,12,6,0.0,75.0,62.0
341,83168,1952,12,7,0.0,73.0,64.0
342,83168,1952,12,8,0.0,78.0,67.0
343,83168,1952,12,9,0.0,78.0,70.0
344,83168,1952,12,10,4.85,76.0,66.0
345,83168,1952,12,11,0.0,70.0,52.0
346,83168,1952,12,12,0.0,70.0,45.0
347,83168,1952,12,13,0.0,70.0,46.0
348,83168,1952,12,14,0.0,75.0,49.0
349,83168,1952,12,15,0.0,70.0,40.0
350,83168,1952,12,16,0.0,60.0,38.0
351,83168,1952,12,17,0.0,67.0,42.0
352,83168,1952,12,18,0.5,70.0,48.0
353,83168,1952,12,19,0.0,73.0,51.0
354,83168,1952,12,20,0.0,76.0,69.0
355,83168,1952,12,21,0.0,77.0,68.0
356,83168,1952,12,22,0.0,75.0,51.0
357,83168,1952,12,23,0.0,74.0,51.0
358,83168,1952,12,24,0.0,75.0,58.0
359,83168,1952,12,25,0.0,77.0,57.0
360,83168,1952,12,26,0.0,78.0,60.0
361,83168,1952,12,27,0.0,78.0,59.0
362,83168,1952,12,28,0.0,78.0,59.0
363,83168,1952,12,29,0.0,71.0,53.0
364,83168,1952,12,30,0.0,75.0,67.0
365,83168,1952,12,31,0.0,78.0,67.0
366,83168,1953,1,1,,,
367,83168,1953,1,2,,,
368,83168,1953,1,3,,,
369,83168,1953,1,4,,,
370,83168,1953,1,5,,,
371,83168,1953,1,6,,,
372,83168,1953,1,7,,,
373,83168,1953,1,8,,,
374,83168,1953,1,9,,,
375,83168,1953,1,10,,,
376,83168,1953,1,11,,,
377,83168,1953,1,12,,,
378,83168,1953,1,13,,,
379,83168,1953,1,14,,,
380,83168,1953,1,15,,,
381,83168,1953,1,16,,,
382,83168,1953,1,17,,,
383,83168,1953,1,18,,,
384,83168,1953,1,19,,,
385,83168,1953,1,20,,,
386,83168,1953,1,21,,,
387,83168,1953,1,22,,,
388,83168,1953,1,23,,,
389,83168,1953,1,24,,,
390,83168,1953,1,25,,,
391,83168,1953,1,26,,,
392,83168,1953,1,27,,,
393,83168,1953,1,28,,,
394,83168,1953,1,29,,,
395,83168,1953,1,30,,,
396,83168,1953,1,31,,,
397,83168,1953,2,1,0.0,82.0,60.0
398,83168,1953,2,2,0.0,82.0,69.0
399,83168,1953,2,3,0.4,75.0,59.0
400,83168,1953,2,4,0.0,73.0,55.0
401,83168,1953,2,5,0.0,73.0,54.0
402,83168,1953,2,6,0.0,75.0,59.0
403,83168,1953,2,7,0.73,75.0,69.0
404,83168,1953,2,8,0.84,75.0,63.0
405,83168,1953,2,9,0.0,71.0,56.0
406,83168,1953,2,10,0.0,71.0,66.0
407,83168,1953,2,11,0.0,72.0,66.0
408,83168,1953,2,12,0.0,78.0,65.0
409,83168,1953,2,13,0.0,78.0,66.0
410,83168,1953,2,14,0.0,76.0,58.0
411,83168,1953,2,15,,76.0,62.0
412,83168,1953,2,16,0.0,74.0,50.0
413,83168,1953,2,17,0.0,70.0,52.0
414,83168,1953,2,18,0.0,70.0,55.0
415,83168,1953,2,19,0.0,75.0,58.0
416,83168,1953,2,20,0.0,76.0,69.0
417,83168,1953,2,21,0.04,78.0,70.0
418,83168,1953,2,22,0.12,78.0,70.0
419,83168,1953,2,23,0.03,79.0,69.0
420,83168,1953,2,24,0.0,79.0,69.0
421,83168,1953,2,25,0.0,80.0,65.0
422,83168,1953,2,26,0.0,80.0,64.0
423,83168,1953,2,27,0.0,80.0,62.0
424,83168,1953,2,28,0.12,76.0,63.0
425,83168,1953,2,29,,,
426,83168,1953,3,1,0.0,78.0,62.0
427,83168,1953,3,2,0.0,79.0,71.0
428,83168,1953,3,3,0.0,79.0,72.0
429,83168,1953,3,4,0.0,80.0,73.0
430,83168,1953,3,5,0.0,82.0,68.0
431,83168,1953,3,6,0.0,82.0,71.0
432,83168,1953,3,7,0.0,82.0,68.0
433,83168,1953,3,8,0.0,81.0,65.0
434,83168,1953,3,9,0.0,78.0,62.0
435,83168,1953,3,10,0.0,78.0,68.0
436,83168,1953,3,11,0.0,78.0,71.0
437,83168,1953,3,12,0.03,80.0,72.0
438,83168,1953,3,13,0.0,80.0,73.0
439,83168,1953,3,14,0.0,80.0,73.0
440,83168,1953,3,15,0.0,80.0,72.0
441,83168,1953,3,16,0.0,82.0,69.0
442,83168,1953,3,17,0.0,82.0,65.0
443,83168,1953,3,18,0.0,81.0,70.0
444,83168,1953,3,19,0.0,81.0,65.0
445,83168,1953,3,20,0.0,81.0,66.0
446,83168,1953,3,21,0.0,81.0,69.0
447,83168,1953,3,22,,80.0,73.0
448,83168,1953,3,23,0.07,80.0,70.0
449,83168,1953,3,24,0.18,80.0,69.0
450,83168,1953,3,25,0.02,81.0,62.0
451,83168,1953,3,26,0.0,81.0,54.0
452,83168,1953,3,27,0.0,72.0,48.0
453,83168,1953,3,28,0.0,78.0,57.0
454,83168,1953,3,29,0.0,78.0,54.0
455,83168,1953,3,30,0.0,75.0,50.0
456,83168,1953,3,31,0.0,78.0,59.0
457,83168,1953,4,1,0.0,,
458,83168,1953,4,2,0.0,,
459,83168,1953,4,3,0.5,,
460,83168,1953,4,4,0.0,,
461,83168,1953,4,5,0.0,,
462,83168,1953,4,6,0.0,,
463,83168,1953,4,7,0.0,,
464,83168,1953,4,8,0.04,,
465,83168,1953,4,9,0.0,,
466,83168,1953,4,10,0.0,,
467,83168,1953,4,11,0.0,,
468,83168,1953,4,12,0.0,,
469,83168,1953,4,13,0.12,,
470,83168,1953,4,14,0.0,,
471,83168,1953,4,15,0.0,,
472,83168,1953,4,16,0.57,,
473,83168,1953,4,17,0.0,,
474,83168,1953,4,18,0.0,,
475,83168,1953,4,19,0.07,,
476,83168,1953,4,20,0.0,,
477,83168,1953,4,21,0.0,,
478,83168,1953,4,22,0.0,,
479,83168,1953,4,23,0.0,,
480,83168,1953,4,24,0.0,,
481,83168,1953,4,25,0.0,,
482,83168,1953,4,26,0.05,,
483,83168,1953,4,27,0.66,,
484,83168,1953,4,28,0.0,,
485,83168,1953,4,29,0.0,,
486,83168,1953,4,30,0.0,,
487,83168,1953,5,1,0.0,84.0,77.0
488,83168,1953,5,2,0.0,84.0,77.0
489,83168,1953,5,3,0.0,85.0,77.0
490,83168,1953,5,4,0.0,85.0,77.0
491,83168,1953,5,5,0.0,85.0,76.0
492,83168,1953,5,6,0.0,85.0,77.0
493,83168,1953,5,7,0.0,84.0,76.0
494,83168,1953,5,8,1.55,85.0,69.0
495,83168,1953,5,9,1.44,84.0,61.0
496,83168,1953,5,10,0.0,85.0,67.0
497,83168,1953,5,11,0.0,85.0,70.0
498,83168,1953,5,12,0.0,82.0,74.0
499,83168,1953,5,13,0.0,82.0,74.0
500,83168,1953,5,14,0.0,85.0,74.0
501,83168,1953,5,15,0.0,82.0,71.0
502,83168,1953,5,16,0.0,84.0,71.0
503,83168,1953,5,17,0.0,83.0,75.0
504,83168,1953,5,18,0.0,85.0,74.0
505,83168,1953,5,19,0.0,85.0,71.0
506,83168,1953,5,20,0.0,85.0,70.0
507,83168,1953,5,21,0.23,84.0,77.0
508,83168,1953,5,22,0.0,87.0,77.0
509,83168,1953,5,23,0.0,85.0,67.0
510,83168,1953,5,24,0.0,87.0,78.0
511,83168,1953,5,25,0.0,85.0,77.0
512,83168,1953,5,26,0.0,86.0,77.0
513,83168,1953,5,27,0.0,86.0,78.0
514,83168,1953,5,28,0.0,87.0,73.0
515,83168,1953,5,29,0.03,85.0,71.0
516,83168,1953,5,30,0.0,82.0,71.0
517,83168,1953,5,31,0.3,85.0,74.0
518,83168,1953,6,1,0.02,83.0,76.0
519,83168,1953,6,2,0.06,85.0,70.0
520,83168,1953,6,3,0.0,85.0,70.0
521,83168,1953,6,4,0.64,84.0,73.0
522,83168,1953,6,5,0.01,82.0,74.0
523,83168,1953,6,6,0.12,87.0,77.0
524,83168,1953,6,7,0.0,87.0,77.0
525,83168,1953,6,8,0.0,87.0,77.0
526,83168,1953,6,9,0.0,87.0,69.0
527,83168,1953,6,10,0.0,86.0,71.0
528,83168,1953,6,11,0.0,87.0,64.0
529,83168,1953,6,12,0.0,88.0,68.0
530,83168,1953,6,13,0.83,89.0,70.0
531,83168,1953,6,14,0.01,89.0,67.0
532,83168,1953,6,15,0.53,89.0,68.0
533,83168,1953,6,16,0.43,88.0,66.0
534,83168,1953,6,17,0.4,88.0,69.0
535,83168,1953,6,18,0.05,90.0,71.0
536,83168,1953,6,19,0.18,90.0,69.0
537,83168,1953,6,20,0.12,90.0,70.0
538,83168,1953,6,21,0.0,85.0,73.0
539,83168,1953,6,22,0.1,85.0,67.0
540,83168,1953,6,23,0.0,86.0,75.0
541,83168,1953,6,24,0.0,86.0,73.0
542,83168,1953,6,25,0.03,87.0,70.0
543,83168,1953,6,26,0.62,87.0,72.0
544,83168,1953,6,27,0.13,85.0,68.0
545,83168,1953,6,28,0.55,85.0,70.0
546,83168,1953,6,29,0.0,85.0,74.0
547,83168,1953,6,30,0.0,87.0,75.0
548,83168,1953,7,1,0.0,86.0,75.0
549,83168,1953,7,2,0.0,88.0,75.0
550,83168,1953,7,3,0.0,88.0,79.0
551,83168,1953,7,4,0.0,88.0,80.0
552,83168,1953,7,5,0.0,90.0,80.0
553,83168,1953,7,6,0.0,89.0,84.0
554,83168,1953,7,7,0.0,90.0,83.0
555,83168,1953,7,8,0.0,89.0,84.0
556,83168,1953,7,9,0.0,89.0,83.0
557,83168,1953,7,10,0.0,90.0,82.0
558,83168,1953,7,11,1.3,83.0,77.0
559,83168,1953,7,12,3.2,89.0,75.0
560,83168,1953,7,13,0.5,86.0,78.0
561,83168,1953,7,14,0.71,87.0,78.0
562,83168,1953,7,15,0.0,88.0,77.0
563,83168,1953,7,16,0.0,87.0,80.0
564,83168,1953,7,17,0.14,87.0,78.0
565,83168,1953,7,18,0.75,87.0,80.0
566,83168,1953,7,19,0.0,88.0,79.0
567,83168,1953,7,20,0.0,88.0,76.0
568,83168,1953,7,21,0.13,86.0,74.0
569,83168,1953,7,22,0.51,88.0,78.0
570,83168,1953,7,23,1.98,86.0,74.0
571,83168,1953,7,24,0.12,86.0,67.0
572,83168,1953,7,25,0.0,86.0,70.0
573,83168,1953,7,26,0.0,87.0,68.0
574,83168,1953,7,27,0.0,88.0,73.0
575,83168,1953,7,28,0.0,88.0,75.0
576,83168,1953,7,29,0.76,84.0,70.0
577,83168,1953,7,30,0.0,87.0,72.0
578,83168,1953,7,31,0.0,87.0,74.0
579,83168,1953,8,1,0.0,87.0,73.0
580,83168,1953,8,2,0.0,87.0,74.0
581,83168,1953,8,3,0.0,87.0,75.0
582,83168,1953,8,4,0.0,87.0,73.0
583,83168,1953,8,5,0.03,90.0,74.0
584,83168,1953,8,6,0.59,89.0,72.0
585,83168,1953,8,7,0.0,87.0,73.0
586,83168,1953,8,8,0.0,89.0,77.0
587,83168,1953,8,9,0.0,88.0,81.0
588,83168,1953,8,10,0.0,90.0,78.0
589,83168,1953,8,11,0.02,88.0,76.0
590,83168,1953,8,12,0.0,89.0,72.0
591,83168,1953,8,13,0.05,90.0,74.0
592,83168,1953,8,14,0.0,90.0,74.0
593,83168,1953,8,15,0.0,89.0,73.0
594,83168,1953,8,16,0.0,86.0,77.0
595,83168,1953,8,17,0.24,89.0,78.0
596,83168,1953,8,18,0.0,90.0,74.0
597,83168,1953,8,19,0.0,90.0,77.0
598,83168,1953,8,20,0.0,90.0,74.0
599,83168,1953,8,21,0.11,89.0,74.0
600,83168,1953,8,22,0.0,88.0,75.0
601,83168,1953,8,23,0.0,88.0,73.0
602,83168,1953,8,24,0.17,89.0,73.0
603,83168,1953,8,25,0.0,89.0,75.0
604,83168,1953,8,26,0.0,89.0,78.0
605,83168,1953,8,27,0.0,88.0,77.0
606,83168,1953,8,28,2.42,87.0,73.0
607,83168,1953,8,29,4.62,83.0,70.0
608,83168,1953,8,30,1.54,86.0,70.0
609,83168,1953,8,31,0.03,83.0,71.0
610,83168,1953,9,1,2.25,88.0,70.0
611,83168,1953,9,2,0.0,90.0,77.0
612,83168,1953,9,3,0.0,86.0,74.0
613,83168,1953,9,4,0.0,86.0,70.0
614,83168,1953,9,5,0.0,87.0,74.0
615,83168,1953,9,6,0.8,88.0,76.0
616,83168,1953,9,7,0.7,83.0,72.0
617,83168,1953,9,8,0.0,85.0,70.0
618,83168,1953,9,9,0.1,88.0,73.0
619,83168,1953,9,10,0.79,84.0,70.0
620,83168,1953,9,11,0.1,85.0,70.0
621,83168,1953,9,12,0.52,86.0,71.0
622,83168,1953,9,13,0.1,86.0,72.0
623,83168,1953,9,14,0.28,86.0,72.0
624,83168,1953,9,15,0.0,89.0,71.0
625,83168,1953,9,16,0.06,89.0,72.0
626,83168,1953,9,17,2.0,85.0,74.0
627,83168,1953,9,18,0.21,86.0,70.0
628,83168,1953,9,19,0.19,87.0,72.0
629,83168,1953,9,20,0.41,85.0,72.0
630,83168,1953,9,21,0.41,86.0,73.0
631,83168,1953,9,22,0.43,86.0,71.0
632,83168,1953,9,23,0.52,87.0,73.0
633,83168,1953,9,24,,87.0,72.0
